LSOA,LA CODE,LA NAME,GOR CODE,GOR NAME,2004IMD SCORE,2004RANK OF IMD (where 1 is most deprived),2004INCOME SCORE,2004RANK OF INCOME SCORE (where 1 is most deprived),2004EMPLOYMENT SCORE,2004RANK OF EMPLOYMENT SCORE (where 1 is most deprived),2004HEALTH DEPRIVATION AND DISABILITY SCORE,2004RANK OF HEALTH DEPRIVATION AND DISABILITY SCORE (where 1 is most deprived),2004EDUCATION SKILLS AND TRAINING SCORE,2004RANK OF EDUCATION SKILLS AND TRAINING SCORE (where 1 is most deprived),2004BARRIERS TO HOUSING AND SERVICES SCORE,2004RANK OF BARRIERS TO HOUSING AND SERVICES SCORE (where 1 is most deprived),2004CRIME AND DISORDER SCORE,2004RANK OF CRIME AND DISORDER SCORE (where 1 is most deprived),2004LIVING ENVIRONMENT SCORE,2004RANK OF LIVING ENVIRONMENT SCORE (where 1 is most deprived),2007IMD SCORE,2007RANK OF IMD (where 1 is most deprived),2007INCOME SCORE,2007RANK OF INCOME SCORE (where 1 is most deprived),2007EMPLOYMENT SCORE,2007RANK OF EMPLOYMENT SCORE (where 1 is most deprived),2007HEALTH DEPRIVATION AND DISABILITY SCORE,2007RANK OF HEALTH DEPRIVATION AND DISABILITY SCORE (where 1 is most deprived),2007EDUCATION SKILLS AND TRAINING SCORE,2007RANK OF EDUCATION SKILLS AND TRAINING SCORE (where 1 is most deprived),2007BARRIERS TO HOUSING AND SERVICES SCORE,2007RANK OF BARRIERS TO HOUSING AND SERVICES SCORE (where 1 is most deprived),2007CRIME AND DISORDER SCORE,2007RANK OF CRIME AND DISORDER SCORE (where 1 is most deprived),2007LIVING ENVIRONMENT SCORE,2007RANK OF LIVING ENVIRONMENT SCORE (where 1 is most deprived),2010imd_score,2010imd_rank,2010income_score,2010income_rank,2010employ_score,2010employ_rank,2010healthdd_score,2010healthdd_rank,2010edust_score,2010edust_rank,2010housesb_score,2010housesb_rank,2010crimed_score,2010crimed_rank,2010environl_score,2010environl_rank
E01004397,00BH,Waltham Forest,H,London,36.4,5745,0.21,7013,0.1,13318,0.14,14019,12.42,19392,35.49,3956,2.01,200,64.94,680,39.99,4666,0.26,6212,0.13,8413,0.31,11821,10.25,21311,39.08,2563,1.81,430,67.83,517,39.67,4662,0.22,7216,0.11,10436,0.03,15561,8.82,22776,46.73,815,2.14,104,64.32,714
E01004398,00BH,Waltham Forest,H,London,42.68,3841,0.34,2631,0.16,6355,0.87,5578,36.36,6110,39.79,2324,0.44,10052,42.38,4319,48.04,2669,0.4,1790,0.18,4299,0.91,5189,33.27,7164,41.39,1889,0.95,4298,42.7,4299,50.7,2059,0.41,1078,0.17,4513,0.98,4325,32.25,7533,49.11,456,0.77,5777,33.76,7036
E01004399,00BH,Waltham Forest,H,London,45.44,3193,0.37,1736,0.16,5772,0.84,5838,42.83,4523,42,1664,0.67,7169,29.1,9159,50.14,2274,0.45,984,0.18,4415,0.77,6547,39.57,5366,39.28,2502,1.14,2857,38.06,5705,55.6,1316,0.45,530,0.18,3964,0.67,7270,35.75,6427,47.14,751,1.35,1514,43.62,4010
E01004400,00BH,Waltham Forest,H,London,34.56,6375,0.22,6570,0.12,10194,0.63,7997,34.8,6578,33.43,5019,0.62,7787,47.8,3006,34.28,6542,0.24,6812,0.12,9109,0.36,11178,22.01,12118,34.33,4495,0.74,6275,58.47,1282,38.72,4954,0.29,4261,0.13,8406,0.13,14078,17.51,15126,42.34,1686,0.94,4170,61.99,901
E01004401,00BH,Waltham Forest,H,London,28.14,8989,0.15,10806,0.1,12772,0.5,9445,15.38,16835,35.06,4166,1.03,3641,36.17,6240,31.62,7542,0.21,8464,0.1,13207,0.24,12772,19.42,13764,37.12,3237,1.25,2202,47.46,3176,31.63,7504,0.21,7960,0.1,12436,0.28,12089,18.95,14080,43.44,1453,0.7,6635,47.09,3181
E01004402,00BH,Waltham Forest,H,London,35.14,6184,0.26,5032,0.12,9587,0.36,11134,35.04,6521,32.43,5622,0.55,8628,50.51,2439,39.35,4847,0.3,4398,0.16,5436,0.54,9040,25.32,10369,33.26,5059,0.86,5085,52.75,2096,44.29,3381,0.34,2576,0.15,5958,0.39,10541,26.3,9929,42.21,1714,1.21,2164,49.88,2577
E01004403,00BH,Waltham Forest,H,London,32.67,7077,0.19,8225,0.12,10164,0.73,6835,21.73,12323,30.19,7049,0.46,9764,59.42,1098,32.25,7271,0.26,6106,0.12,9971,0.49,9561,21.94,12164,31.33,6240,0.55,8463,49.55,2724,38.24,5104,0.29,4064,0.13,8494,0.43,10036,22.47,11930,38.54,2760,0.95,4047,51.06,2327
E01004404,00BH,Waltham Forest,H,London,34,6581,0.29,3898,0.13,8921,0.95,4888,17.51,15128,35.99,3699,0.06,15369,32.22,7751,40.42,4540,0.32,3860,0.16,5262,1.07,3925,19.84,13511,38.35,2778,-0.19,18968,54.38,1844,42.26,3902,0.28,4610,0.16,5536,0.75,6427,16.12,16198,46.18,909,0.94,4123,53.29,1951
E01004405,00BH,Waltham Forest,H,London,32.68,7074,0.23,6246,0.15,6706,0.71,7070,11.39,20345,33.55,4943,0.39,10704,43.52,4019,33.64,6746,0.26,5814,0.14,7512,0.66,7619,12.97,18771,35.46,3935,0.45,9816,47.92,3055,38.32,5078,0.25,5559,0.15,6593,0.42,10065,12.74,19045,43.65,1407,1.13,2712,49.83,2589
E01004406,00BH,Waltham Forest,H,London,33.76,6669,0.21,7063,0.13,9437,0.72,6978,9.23,22499,35.53,3934,0.95,4290,53.49,1943,35.53,6096,0.25,6563,0.12,10295,0.59,8412,11.38,20221,38.58,2705,0.78,5809,67.65,523,37.87,5222,0.23,6733,0.12,9048,0.44,9915,7.44,24277,46.49,855,1.14,2602,62.98,824
E01004407,00BH,Waltham Forest,H,London,60.42,902,0.44,710,0.3,709,1.28,2593,28.33,8963,39.05,2528,0.81,5670,52.46,2108,62.93,634,0.49,627,0.28,642,1.06,3979,27.7,9302,42.48,1619,0.54,8608,76.17,160,64.3,508,0.45,518,0.29,538,0.87,5274,22.05,12163,49.48,416,0.87,4761,65.84,602
E01004408,00BH,Waltham Forest,H,London,27.95,9066,0.15,10989,0.09,13932,0.37,10998,10.06,21658,31.85,5951,1.42,1496,41.78,4482,30.31,8059,0.21,8400,0.1,11880,0.36,11203,9.18,22382,33.48,4947,1.1,3118,52.07,2212,29.47,8432,0.2,8775,0.09,13591,0.12,14245,10.82,20806,41.16,1979,1.02,3444,44.57,3761
E01004409,00BH,Waltham Forest,H,London,32.89,7006,0.24,5720,0.12,10058,0.83,5928,13.7,18223,34.42,4464,0.84,5400,38.06,5598,33.08,6956,0.29,4845,0.12,9409,0.69,7298,8.41,23148,36.41,3507,0.45,9765,47.64,3126,39.26,4792,0.27,4825,0.13,8801,0.75,6364,12.78,19001,44.91,1151,1.24,1971,45.5,3519
E01004410,00BH,Waltham Forest,H,London,39.6,4723,0.29,3934,0.14,8052,0.98,4631,10.76,20954,35.76,3817,1.61,865,38.23,5544,40.79,4449,0.34,3070,0.14,7726,0.76,6611,13.57,18198,38.33,2792,1.16,2718,52.12,2202,45.37,3130,0.32,3153,0.16,5562,0.88,5124,11.45,20208,46.39,874,1.25,1937,52.66,2043
E01004411,00BH,Waltham Forest,H,London,31.98,7334,0.21,7281,0.13,9148,0.72,6963,9.13,22602,35.15,4126,0.87,5111,43.56,4010,32.06,7356,0.26,5930,0.11,10580,0.52,9219,9.71,21812,37.87,2975,0.52,8846,51.39,2348,37.33,5405,0.22,7418,0.12,9753,0.35,11073,5.81,26156,47.34,716,1.52,896,54.79,1719
E01004412,00BH,Waltham Forest,H,London,29.75,8227,0.21,7453,0.1,12278,0.16,13678,9.19,22540,33.49,4986,1.55,1021,33.72,7177,31.16,7718,0.23,7424,0.1,13271,0.41,10616,10.71,20856,36.88,3324,1.11,3027,49.3,2770,35.26,6123,0.22,7553,0.1,12351,0.38,10596,6.88,24969,44.67,1201,1.4,1272,56.36,1515
E01004413,00BH,Waltham Forest,H,London,27.09,9497,0.25,5476,0.11,11471,0.59,8384,25.84,10103,35.08,4158,-0.57,23979,6.85,26368,32.21,7290,0.29,4731,0.13,7941,0.74,6773,28.09,9115,35.93,3727,-0.24,19678,16.92,16033,46.17,2954,0.36,1919,0.19,3250,1.04,3867,28.76,8861,43.99,1336,0.8,5478,12.15,20578
E01004414,00BH,Waltham Forest,H,London,20.44,13531,0.09,17453,0.08,17943,0.02,15764,18.07,14725,29.78,7299,0.98,4022,25.29,10970,22.78,11952,0.12,15497,0.09,15445,0.05,15380,15.72,16464,30.29,6968,1.13,2871,30.12,8541,23.26,11744,0.14,13146,0.08,16078,0.13,14170,14.95,17142,38.67,2711,0.64,7343,27.28,9737
E01004415,00BH,Waltham Forest,H,London,25.38,10406,0.18,8807,0.1,12768,0.46,9836,21.9,12224,36.1,3653,-0.2,19009,21.19,13191,29.58,8370,0.22,8080,0.13,8169,0.55,8827,25.32,10372,36.72,3389,0.13,14290,21.06,13157,32.83,6994,0.25,5685,0.13,8381,0.54,8689,23.69,11218,46.2,906,0.08,15196,18.48,14961
E01004416,00BH,Waltham Forest,H,London,22.08,12345,0.12,13863,0.1,12994,0.25,12538,16.82,15646,34.35,4495,0.34,11514,19.9,13995,24.24,11051,0.18,10505,0.11,11452,0.1,14555,16.2,16093,36.43,3494,0.21,13104,24.45,11210,28.11,9071,0.18,10161,0.11,10337,-0.06,16806,15.68,16534,42.99,1553,0.88,4659,25.89,10413
E01004417,00BH,Waltham Forest,H,London,22.42,12109,0.12,13347,0.08,16220,0.36,11152,14.76,17311,33.48,4990,0.35,11232,33.81,7144,24.06,11159,0.17,10732,0.1,13398,0.46,9920,13.85,17960,34.62,4361,0.12,14434,29.78,8699,30.38,8042,0.2,8350,0.1,11975,0.48,9438,13.34,18538,41.49,1896,0.96,3940,32.45,7527
E01004418,00BH,Waltham Forest,H,London,20.53,13466,0.13,13293,0.06,21566,-0.21,18971,18.63,14334,31.74,6025,0.84,5390,28.54,9390,26.75,9696,0.2,9030,0.09,14462,0.09,14849,20.08,13357,37.06,3262,0.7,6692,33.91,7128,28.7,8796,0.2,8197,0.09,13485,0.01,15800,17.45,15184,43.3,1481,0.73,6273,34.93,6621
E01004419,00BH,Waltham Forest,H,London,17.96,15425,0.08,18278,0.06,21969,-0.11,17501,14.72,17349,37.89,2929,0.45,9985,21.33,13116,21.77,12610,0.12,15573,0.09,15212,0.04,15508,14.86,17140,40.69,2091,0.24,12722,27.57,9674,30.2,8114,0.16,11551,0.11,11412,0.12,14254,15.21,16932,52.09,185,0.84,5114,30.47,8303
E01004420,00BH,Waltham Forest,H,London,37.96,5244,0.23,6111,0.12,9500,0.48,9685,21.66,12355,36.54,3469,1.52,1134,53.95,1864,44.12,3564,0.32,3917,0.14,7596,0.65,7796,26.08,10012,39.4,2468,1.62,781,57.57,1400,50.8,2041,0.29,4262,0.2,2992,0.82,5695,20.55,13032,47.24,732,1.76,433,56.11,1540
E01004421,00BH,Waltham Forest,H,London,28.31,8908,0.21,7132,0.11,11517,0.29,11947,14.83,17272,34.83,4255,0.74,6424,32.03,7837,28.87,8703,0.25,6292,0.09,14868,0.4,10637,19.27,13848,35.8,3778,0.7,6744,32.77,7525,31.91,7379,0.24,6233,0.09,14109,-0.03,16325,16.3,16057,43.69,1399,1.07,3065,42.8,4227
E01004422,00BH,Waltham Forest,H,London,35.23,6153,0.22,6966,0.11,11691,0.36,11095,19.48,13719,38.29,2795,1.59,902,45.98,3399,34.16,6580,0.26,5974,0.1,12312,0.26,12489,18.79,14160,37.35,3165,1.28,2004,49.6,2712,35.21,6145,0.22,7210,0.11,11673,0.34,11129,17.64,15034,46.58,844,1.11,2818,48.66,2822
E01004423,00BH,Waltham Forest,H,London,40.93,4327,0.28,4392,0.14,7670,0.93,5069,19.88,13466,39.22,2477,1.15,2816,51.3,2290,49.09,2488,0.35,2917,0.18,4073,1.34,2263,19.18,13903,41.59,1833,1.14,2862,55.88,1632,55.57,1321,0.36,1889,0.18,4240,1.35,2018,17.34,15264,49.34,429,1.49,982,61.41,950
E01004424,00BH,Waltham Forest,H,London,36.19,5818,0.29,3753,0.13,8644,0.72,7015,18.17,14658,38.28,2802,0.35,11241,46.08,3376,42.45,4018,0.35,2945,0.17,4820,0.83,5917,22.66,11767,39.4,2471,0.39,10623,52.2,2180,42.5,3834,0.3,3794,0.15,6633,0.68,7065,16.94,15588,47.34,717,0.87,4751,55.37,1636
E01004425,00BH,Waltham Forest,H,London,26.85,9608,0.18,8951,0.08,16237,0.28,12184,17.17,15363,34.51,4425,-0.15,18230,57.53,1334,33.02,6984,0.25,6590,0.1,13290,0.43,10345,22.72,11740,36,3692,0.02,15878,71.16,361,35.17,6161,0.26,5347,0.08,16735,0.19,13228,13.45,18440,44.66,1203,0.6,7858,79.02,77
E01004426,00BH,Waltham Forest,H,London,30.75,7826,0.19,8264,0.12,10371,0.3,11847,17.01,15494,38.5,2720,1.04,3590,34.75,6783,29.69,8317,0.21,8542,0.11,11028,-0.01,16119,18.77,14174,38.16,2861,1.07,3323,35.06,6712,32.44,7154,0.21,7998,0.11,11342,0.16,13726,17.42,15200,45.78,983,0.9,4521,44.04,3903
E01004427,00BH,Waltham Forest,H,London,36.14,5835,0.21,7142,0.1,12423,0.58,8478,25.14,10428,41.59,1776,0.68,7014,64.35,716,35.85,5960,0.24,6996,0.1,13513,0.29,12065,27.88,9205,40.31,2200,0.69,6829,72.74,277,38.62,4986,0.22,7397,0.1,13394,0.12,14310,25.14,10471,50.26,333,0.96,3935,73.75,230
E01004428,00BH,Waltham Forest,H,London,50.29,2240,0.43,852,0.22,2753,1.06,4042,35.44,6390,40.91,1994,0.34,11510,28,9633,49.73,2368,0.46,949,0.2,3121,0.87,5555,35.19,6581,44.24,1253,0.27,12312,35.02,6727,49.71,2232,0.41,992,0.19,3130,0.71,6766,28.96,8779,48.63,519,0.52,8755,31.12,8039
E01004429,00BH,Waltham Forest,H,London,38.86,4964,0.26,5119,0.12,9590,0.66,7655,16.33,16065,37.94,2918,1.98,224,38.54,5449,40.66,4484,0.33,3549,0.13,8383,0.36,11184,17.09,15425,38.46,2743,2.07,164,39.75,5198,38.3,5088,0.31,3417,0.13,8150,0.35,10970,19.74,13556,45.96,948,0.77,5771,40.49,4872
E01004430,00BH,Waltham Forest,H,London,37.93,5253,0.22,6756,0.11,11354,0.52,9167,14.47,17571,38.09,2870,1.99,214,53.8,1888,37,5569,0.21,8257,0.1,12580,0.24,12697,21.66,12332,39.63,2401,1.99,216,55.2,1738,37.13,5478,0.17,10474,0.1,12653,0.15,13839,19.63,13630,46.47,862,2.06,143,54.36,1786
E01004431,00BH,Waltham Forest,H,London,49.18,2458,0.47,530,0.17,5712,0.59,8426,37.35,5810,42.27,1600,0.51,9220,43.93,3912,55.19,1453,0.55,282,0.19,3669,0.61,8225,41.15,5003,44.78,1128,0.43,10057,55.03,1754,52.19,1822,0.42,868,0.17,4873,0.4,10305,28.96,8782,50.58,299,0.77,5844,61.72,918
E01004432,00BH,Waltham Forest,H,London,31.57,7479,0.16,10054,0.1,12563,0.53,9014,15.52,16727,34.16,4604,1.42,1515,48.04,2965,32.33,7247,0.19,9489,0.1,12264,0.25,12586,14.27,17614,35.37,3982,1.44,1298,55.23,1735,31.78,7434,0.18,10085,0.1,12683,-0.29,20137,15.96,16306,43.37,1463,1.03,3360,61.57,937
E01004433,00BH,Waltham Forest,H,London,48.37,2608,0.44,731,0.15,6546,0.8,6167,31.28,7779,42.7,1513,0.7,6795,44.5,3776,50.15,2272,0.49,637,0.14,6920,0.82,6038,34.97,6654,45.35,1045,0.36,11033,55.65,1676,53.98,1547,0.46,448,0.16,5299,0.38,10574,37.09,6046,51.68,205,0.64,7307,56.93,1446
E01004434,00BH,Waltham Forest,H,London,31.05,7698,0.22,6589,0.12,9748,0.59,8321,14.48,17562,35.84,3773,0.48,9594,41.5,4564,34.91,6324,0.28,5359,0.14,7304,0.68,7413,17.81,14886,39.05,2572,0.38,10721,42.62,4323,33.36,6784,0.25,5740,0.11,10308,0.14,13936,21.53,12449,46.99,771,0.41,10239,40.42,4889
E01004435,00BH,Waltham Forest,H,London,35.01,6231,0.24,5660,0.14,8378,0.4,10691,15.93,16389,38.34,2779,0.86,5167,50.49,2442,39.04,4941,0.29,4892,0.14,7597,0.62,8107,16.54,15814,41.99,1744,0.9,4738,57.17,1440,43.71,3516,0.24,6081,0.13,8794,0.91,4905,16.64,15779,49.93,367,1.2,2215,66.56,555
E01004436,00BH,Waltham Forest,H,London,35.88,5901,0.2,7519,0.14,8243,0.47,9782,7.18,24664,41.06,1965,1.58,935,46.88,3203,43.79,3645,0.25,6285,0.15,6734,0.66,7607,9.24,22312,54.16,144,1.79,461,54.48,1834,42.87,3733,0.24,6342,0.13,8544,0.55,8603,7.81,23857,67,5,1.53,881,61.62,933
E01004437,00BH,Waltham Forest,H,London,34.52,6390,0.22,6849,0.13,9053,0.65,7744,8.59,23166,37.68,3025,1.08,3333,52.12,2155,37.43,5422,0.24,6975,0.14,7577,0.76,6576,10.59,20995,40.24,2220,1.25,2199,52.35,2156,36.18,5809,0.21,8128,0.13,8044,0.51,8991,8.19,23416,49.94,365,0.9,4446,50.5,2425
E01004438,00BH,Waltham Forest,H,London,32.08,7297,0.21,7381,0.14,7652,0.59,8329,9.29,22427,32.59,5532,0.88,4953,45.87,3422,32.92,7014,0.23,7634,0.13,9050,0.76,6638,12.92,18824,34.76,4279,0.77,5933,49.96,2642,33.31,6800,0.16,11489,0.1,12243,0.54,8696,7.78,23905,43.36,1466,1.47,1048,51.9,2173
E01004439,00BH,Waltham Forest,H,London,25.31,10447,0.18,8965,0.1,13829,0.5,9407,9.65,22053,35.91,3738,0.24,12885,34.24,6966,31.88,7433,0.27,5700,0.1,12464,0.52,9278,9.3,22242,50.11,381,0.22,12969,37.43,5915,33.32,6797,0.26,5517,0.09,14017,0.54,8686,9.53,22049,47.65,665,1.07,3111,31.78,7797
E01004440,00BH,Waltham Forest,H,London,30.43,7965,0.18,8844,0.1,12383,0.59,8328,6.22,25772,33.02,5271,1.4,1590,44.77,3704,34.56,6443,0.21,8758,0.12,9972,0.57,8603,12.04,19607,34.67,4344,1.42,1408,57.09,1452,35.76,5953,0.18,9766,0.13,8935,0.2,13097,9.97,21608,44.31,1274,1.55,819,54.75,1726
E01004441,00BH,Waltham Forest,H,London,21.86,12490,0.15,10898,0.09,14903,0.3,11829,4.99,27233,34.16,4606,0.08,15084,33.88,7108,23.04,11788,0.17,11373,0.09,14171,0.18,13466,6.5,25300,34.37,4475,0.23,12916,42.14,4480,27.1,9582,0.16,11756,0.08,15939,0.04,15330,7.33,24405,44.71,1192,0.92,4347,46.05,3400
E01004442,00BH,Waltham Forest,H,London,20.06,13818,0.12,13745,0.08,16886,0.16,13686,3.91,28549,33.47,4991,0.44,9996,32.81,7536,26.2,9944,0.17,11351,0.1,12465,0.47,9833,6.96,24759,37.83,2992,0.55,8429,41.01,4812,26.45,9915,0.14,12998,0.09,13837,0.39,10553,8.11,23508,42.53,1646,0.77,5784,37.74,5691
E01004443,00BH,Waltham Forest,H,London,35.16,6179,0.24,5674,0.13,9117,0.77,6495,9.64,22068,36.73,3393,1,3865,49.26,2699,35.07,6269,0.27,5392,0.13,8752,0.74,6812,18.12,14650,39.64,2396,0.54,8623,44.29,3887,40.21,4500,0.24,6083,0.13,8678,0.6,7977,13.92,18016,47.73,652,1.47,1070,50.28,2465
E01004444,00BH,Waltham Forest,H,London,40.19,4536,0.29,3911,0.13,8784,0.75,6726,29.72,8366,36.27,3583,1.09,3233,49.49,2655,46.7,2938,0.39,1965,0.15,6367,0.97,4707,26.86,9666,39.88,2327,0.85,5145,59.06,1218,54.68,1450,0.39,1324,0.16,5428,0.93,4746,27.67,9326,47.92,624,1.64,648,58.43,1273
E01004445,00BH,Waltham Forest,H,London,30.72,7836,0.22,6932,0.11,11432,0.45,10011,15.36,16851,35.14,4134,1.07,3417,35.18,6625,31.78,7469,0.24,6730,0.11,11076,0.25,12578,17.33,15264,37.73,3036,0.77,5953,48.84,2856,33.65,6680,0.25,5851,0.11,11639,0.04,15421,15.72,16507,45.58,1027,0.98,3821,45.15,3612
E01004446,00BH,Waltham Forest,H,London,34.04,6561,0.27,4543,0.15,7376,0.59,8351,16.56,15872,34.03,4671,0.48,9583,41.08,4685,35.17,6233,0.29,4820,0.13,8269,0.68,7466,18.68,14247,35.47,3926,0.32,11611,51.81,2266,34.75,6311,0.21,8177,0.11,11544,0.67,7273,21.85,12285,43.12,1525,0.8,5561,51.84,2188
E01004447,00BH,Waltham Forest,H,London,23.03,11721,0.16,10233,0.09,14566,0.25,12574,9.38,22330,33.25,5126,0,16202,39.81,5059,23.83,11294,0.19,9448,0.09,13859,0.29,12072,7.65,23961,34.24,4536,-0.18,18781,42.65,4311,26.45,9914,0.19,9063,0.09,13564,-0.14,17987,9.95,21626,41.97,1785,0.63,7475,38.77,5383
E01004448,00BH,Waltham Forest,H,London,31.53,7499,0.22,6844,0.11,10816,0.52,9108,17.2,15339,33.98,4695,0.94,4426,40.75,4778,36.45,5768,0.27,5406,0.13,8137,0.68,7470,20.55,13008,36.07,3649,1.03,3618,44.4,3866,36.45,5714,0.25,5664,0.14,7536,0.47,9465,18.01,14759,44.16,1306,0.64,7296,47.82,3010
E01004449,00BH,Waltham Forest,H,London,48.87,2517,0.41,1068,0.21,3219,1.11,3667,30.89,7937,34.98,4194,0.95,4337,26.74,10222,55.15,1462,0.53,345,0.22,1943,1.24,2773,32.35,7472,35.98,3701,0.81,5499,25.36,10745,58.21,1019,0.47,371,0.23,1581,1.06,3710,33.7,7053,44.12,1311,1.05,3254,26.54,10080
E01004450,00BH,Waltham Forest,H,London,15.95,17224,0.07,20177,0.06,22302,-0.21,19050,17.1,15426,32.96,5298,0.3,11960,21.12,13231,18.53,15089,0.09,19255,0.08,17089,-0.23,19301,15.92,16305,39.14,2545,0.06,15354,24.18,11364,21.27,13046,0.11,16125,0.08,16241,0.1,14586,15.65,16559,41.84,1815,0.31,11764,20.42,13569
E01004451,00BH,Waltham Forest,H,London,19.67,14099,0.11,15349,0.07,19815,-0.17,18438,15.42,16810,29.64,7406,1.08,3343,21.37,13089,20.22,13738,0.12,15953,0.07,20207,-0.31,20327,16.05,16206,32.08,5749,1.05,3488,27.36,9752,19.75,14163,0.14,13387,0.06,21706,-0.36,21073,16.6,15816,37.75,3076,0.47,9509,25.51,10614
E01004452,00BH,Waltham Forest,H,London,23.77,11235,0.12,13743,0.08,16779,0.12,14261,29.89,8310,29.96,7179,0.71,6769,32.89,7502,26.76,9693,0.17,10973,0.1,12607,0.08,14969,25.07,10493,31.35,6227,0.68,6943,42.13,4482,30.46,7998,0.19,9260,0.12,9611,0.25,12439,22.58,11867,38.35,2839,0.77,5835,36.95,5935
E01004453,00BH,Waltham Forest,H,London,21.05,13051,0.13,12401,0.08,17265,-0.21,18917,16.66,15775,38.48,2728,0.09,14964,27.31,9956,25.28,10427,0.17,10667,0.1,13122,0.07,15081,17.59,15069,42.25,1675,0.08,15095,31.3,8088,30.91,7800,0.2,8633,0.09,14171,-0.04,16579,19.31,13841,57.86,35,0.72,6325,30.65,8229
E01004454,00BH,Waltham Forest,H,London,21.94,12440,0.11,14541,0.08,17587,0.54,8847,21.91,12212,31.19,6363,0.43,10184,22.76,12267,26.45,9843,0.2,8992,0.1,12127,0.52,9172,21.69,12318,32.45,5542,0.31,11697,26.58,10139,29.13,8588,0.21,8052,0.1,11794,0.45,9790,22.3,12023,37.15,3288,0.74,6172,24.37,11199
E01004455,00BH,Waltham Forest,H,London,35.01,6229,0.23,6433,0.14,7962,0.57,8596,19.39,13768,33.42,5021,1.42,1520,35.16,6631,36.78,5638,0.27,5476,0.14,7318,0.57,8648,22.96,11607,36.13,3625,1.29,1940,34.03,7080,39.47,4719,0.3,3829,0.14,7379,0.73,6572,22.32,12011,42.19,1721,0.98,3771,35.54,6403
E01004456,00BH,Waltham Forest,H,London,48.36,2615,0.39,1458,0.15,6711,0.65,7741,51.69,2873,43.66,1296,1.46,1352,18.46,14998,50.98,2120,0.48,702,0.21,2403,0.71,7069,44.69,4192,37.34,3168,0.97,4180,13.86,18529,53.34,1647,0.46,418,0.22,2051,0.72,6708,38.32,5725,44.08,1318,0.59,7959,20.33,13623
E01004457,00BH,Waltham Forest,H,London,26.09,10022,0.2,8011,0.09,14440,0.31,11782,9.89,21813,32.58,5538,0.45,9961,45.3,3561,29.08,8620,0.24,7141,0.11,11250,0.22,12946,14.56,17369,33.64,4856,0.1,14728,55.27,1731,34.58,6363,0.27,4968,0.1,13101,0.52,8910,8.89,22701,42.4,1672,0.82,5251,55.61,1601
E01004458,00BH,Waltham Forest,H,London,28.36,8885,0.21,7088,0.1,12698,0.32,11591,14.98,17160,33.21,5145,0.39,10747,47.35,3104,30.41,8009,0.23,7611,0.12,9652,0.22,13007,14.85,17155,34.9,4217,0.11,14644,58.92,1230,35.87,5908,0.27,5066,0.13,8162,0.07,15000,14.17,17798,43.51,1439,1.01,3576,47.69,3039
E01004459,00BH,Waltham Forest,H,London,42.81,3809,0.39,1391,0.16,6081,0.86,5631,35.29,6429,36.18,3612,0.21,13180,31.73,7954,44.91,3345,0.46,945,0.17,4899,0.69,7386,35.31,6541,36.79,3360,0.18,13582,35.26,6639,50.66,2062,0.44,617,0.18,3755,0.63,7671,36.56,6195,44.96,1139,0.72,6303,30.79,8172
E01004460,00BH,Waltham Forest,H,London,39.21,4873,0.31,3362,0.14,7539,0.67,7552,17.42,15204,36.37,3532,1.25,2230,41.59,4541,41.33,4323,0.33,3594,0.13,7952,0.92,5130,15.12,16942,38.1,2886,1.13,2932,56.73,1508,43.5,3576,0.29,4265,0.13,8056,0.84,5518,17.54,15101,46.17,912,1.38,1365,53.61,1893
E01004461,00BH,Waltham Forest,H,London,24.55,10824,0.15,11316,0.09,14863,0.05,15351,14.14,17866,35.82,3784,0.51,9213,42.19,4370,24.84,10697,0.17,10740,0.1,12326,0,16004,11.32,20272,35.57,3880,0.16,13818,46.45,3411,27.37,9439,0.19,9050,0.08,15790,-0.22,19187,11.19,20436,47.08,758,0.59,7899,42.78,4232
E01004462,00BH,Waltham Forest,H,London,31.48,7518,0.25,5321,0.12,10327,0.61,8172,12.49,19323,36.4,3517,0.82,5562,29.85,8796,34.74,6396,0.3,4412,0.13,8240,0.62,8059,10.72,20835,39.32,2489,0.56,8324,44.1,3936,39.11,4837,0.27,4715,0.15,6035,0.35,10966,6.69,25189,48.77,501,1.2,2191,40.82,4767
E01004463,00BH,Waltham Forest,H,London,19.88,13954,0.09,17257,0.06,22417,0.15,13925,17.73,14975,29.33,7620,0.2,13409,48.84,2794,24.62,10826,0.17,11001,0.09,15552,0.07,15129,16.56,15800,29.74,7369,-0.07,17337,59.49,1161,27.73,9263,0.18,9864,0.08,17338,-0.14,18070,14.44,17574,37.32,3218,0.81,5383,59,1192
E01004464,00BH,Waltham Forest,H,London,43.43,3646,0.39,1502,0.17,5164,1,4516,22.69,11762,37.89,2932,0.29,12089,38.14,5573,50.02,2296,0.45,1002,0.19,3393,0.81,6147,23.25,11455,41.23,1934,0.32,11649,60.82,1020,51.66,1897,0.4,1144,0.19,3172,0.61,7856,22.32,12007,48.84,490,0.75,6054,55.97,1560
E01004465,00BH,Waltham Forest,H,London,22.04,12365,0.14,11701,0.08,17472,0.2,13245,8.09,23680,31.99,5868,0.64,7557,36.55,6119,26.38,9872,0.21,8378,0.1,12801,0.39,10792,8.6,22943,33.78,4789,0.5,9086,40.23,5040,27.27,9497,0.17,10784,0.09,14058,0.52,8924,6.17,25783,40.81,2081,0.78,5721,39.05,5301
